ID lon lat depth max_ssh min_ssh period polarity return_code
 2251	+155.8000	+53.1000	 51	0.182	-0.172	  933	 1	3
 2252	+155.8667	+53.0500	 37	0.220	-0.230	 3638	 1	3
 2253	+155.7333	+52.9095	 46	0.249	-0.230	 3276	-1	3
 2254	+155.7333	+52.6750	 56	0.348	-0.254	 2557	-1	3
 2255	+155.9000	+52.6630	 36	0.370	-0.324	 1935	-1	3
 2256	+155.9611	+52.4333	 49	0.285	-0.186	 1852	-1	3
 2257	+155.9963	+52.2000	 60	0.213	-0.156	 1856	 1	2
 2258	+156.1778	+52.1667	 43	0.227	-0.266	 1979	 1	2
 2259	+156.3333	+52.0778	 38	0.264	-0.360	 1957	 1	2
 2260	+156.3771	+51.8667	 38	0.260	-0.290	 2580	 1	2
 2261	+156.4056	+51.6333	 32	0.272	-0.250	 2616	 1	3
 2262	+156.4545	+51.4000	 40	0.255	-0.279	 2013	 1	2
 2263	+156.5152	+51.2000	 85	0.375	-0.462	 1444	-1	3
 2264	+156.4481	+51.0667	 37	0.452	-0.414	 4312	-1	3
 2265	+156.3000	+51.0694	 73	0.268	-0.231	 4358	-1	3
 2266	+156.2667	+50.9111	 57	0.282	-0.362	 4469	-1	3
 2267	+156.1000	+50.8306	 49	0.227	-0.199	 1387	-1	3
 2268	+155.9333	+50.7309	 46	0.169	-0.176	 2483	 1	3
 2269	+155.8000	+50.6000	 51	0.321	-0.165	 1687	 1	3
 2270	+155.6842	+50.4333	 25	0.320	-0.186	  405	-1	3
 2271	+155.4859	+50.3667	-131	130.931	130.931	    0	 0	1
 2272	+155.2667	+50.3174	221	0.162	-0.152	 2437	 1	3
 2273	+155.2391	+50.2000	 61	0.261	-0.250	 2272	-1	3
 2274	+155.2000	+50.0118	 22	0.384	-0.257	 1626	-1	3
 2275	+155.3333	+49.8945	 70	0.319	-0.314	 1937	 1	3
 2276	+155.4667	+49.8998	 99	0.343	-0.391	 2145	-1	3
 2277	+155.6667	+49.9662	 72	0.611	-0.506	 1972	-1	3
 2278	+155.7333	+50.0762	 53	0.881	-0.966	 3884	-1	3
 2279	+155.9333	+50.1333	 64	0.893	-0.749	 3371	-1	3
 2280	+156.1000	+50.2583	 58	0.640	-0.605	 1881	-1	3
 2281	+156.2286	+50.4000	 50	0.548	-0.599	 3356	-1	3
 2282	+156.3963	+50.5000	 50	0.604	-0.689	 2021	-1	3
 2283	+156.5917	+50.5667	 35	0.757	-0.699	 1859	-1	3
